model,adapter,task,method,ttc,signal,bin,bin_position,mean,sem,n
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,128.0,action_entropy,1,0.14285714285714285,0.7154119979848879,0.058723015750772295,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,128.0,action_entropy,2,0.2857142857142857,0.0911225237754277,0.0185437855777931,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,128.0,action_entropy,3,0.42857142857142855,0.05843896888804415,0.010595865241156415,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,128.0,action_entropy,4,0.5714285714285714,0.1536959123108924,0.031857491011954814,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,128.0,action_entropy,5,0.7142857142857143,0.23075989092046964,0.041013131587242416,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,128.0,action_entropy,6,0.8571428571428571,0.13488827940438772,0.02961102418198013,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,128.0,action_entropy,7,1.0,0.5941375804184973,0.043785164322900375,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,0,0.0,0.9996849849014301,6.933737352899151e-05,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,1,0.14285714285714285,0.9995944636610861,0.00011071885859446246,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,2,0.2857142857142857,0.9994386723703854,0.0002511131542975254,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,3,0.42857142857142855,0.9992850455395883,0.0003402841303291521,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,4,0.5714285714285714,0.999092016389111,0.0004270088238196316,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,5,0.7142857142857143,0.9990784676649276,0.0004015515641249239,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,6,0.8571428571428571,0.9990851368927183,0.00037016461152296803,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,7,1.0,0.9990773951533835,0.0003728420561900949,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_p,0,0.0,0.9760402043660482,0.003939894155962775,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_p,1,0.14285714285714285,0.9810206327173445,0.003079320799015109,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_p,2,0.2857142857142857,0.988710101445516,0.0020755663287766093,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_p,3,0.42857142857142855,0.9899773317906592,0.0019074743106151657,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_p,4,0.5714285714285714,0.9931292926161378,0.0011496348668913582,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_p,5,0.7142857142857143,0.9943407927398328,0.0010371341452258336,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_p,6,0.8571428571428571,0.9947163227027056,0.0009842383188567731,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_p,7,1.0,0.9954725514131563,0.0009152422215614227,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,0,0.0,0.48148613712398247,0.04783940281516607,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,1,0.14285714285714285,0.508336986276813,0.05545993992002163,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,2,0.2857142857142857,0.29491335192930473,0.04929982647830954,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,3,0.42857142857142855,0.20307720122433198,0.03753572546219048,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,4,0.5714285714285714,0.21334557149101346,0.04451617877748958,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,5,0.7142857142857143,0.21157194721157538,0.04472437577802461,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,6,0.8571428571428571,0.22418136970659053,0.042394292094627896,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,7,1.0,0.5961721318749641,0.04359943232161794,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,0,0.0,1.3000034749507905,0.04092860920645886,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,1,0.14285714285714285,0.8799825453484017,0.06878328193371962,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,2,0.2857142857142857,0.1284363598924958,0.037996620920379094,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,3,0.42857142857142855,0.05804023355125941,0.02082593011456518,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,4,0.5714285714285714,0.17456384979870765,0.03865483164185954,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,5,0.7142857142857143,0.2151407560008617,0.03914871314324023,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,6,0.8571428571428571,0.14741874088973014,0.031105467959874334,90
FalconHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,7,1.0,0.7478935877171655,0.0445546037413919,90
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_p,0,0.0,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_p,1,0.14285714285714285,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_p,2,0.2857142857142857,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_p,3,0.42857142857142855,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_p,4,0.5714285714285714,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_p,5,0.7142857142857143,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_p,6,0.8571428571428571,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_p,7,1.0,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_p,0,0.0,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_p,1,0.14285714285714285,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_p,2,0.2857142857142857,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_p,3,0.42857142857142855,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_p,4,0.5714285714285714,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_p,5,0.7142857142857143,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_p,6,0.8571428571428571,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_p,7,1.0,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_entropy,0,0.0,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_entropy,1,0.14285714285714285,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_entropy,2,0.2857142857142857,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_entropy,3,0.42857142857142855,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_entropy,4,0.5714285714285714,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_entropy,5,0.7142857142857143,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_entropy,6,0.8571428571428571,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,reasoning_entropy,7,1.0,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_entropy,0,0.0,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_entropy,1,0.14285714285714285,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_entropy,2,0.2857142857142857,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_entropy,3,0.42857142857142855,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_entropy,4,0.5714285714285714,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_entropy,5,0.7142857142857143,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_entropy,6,0.8571428571428571,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_baseline,,action_entropy,7,1.0,,0.0,0
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,0,0.0,0.3908267953743537,0.02818964934403254,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,1,0.14285714285714285,0.5671492176130414,0.01735972947663304,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,2,0.2857142857142857,0.5776024144142866,0.012881844272239278,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,3,0.42857142857142855,0.5968174074155589,0.014765161777304619,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,4,0.5714285714285714,0.634723666302032,0.014517209882177222,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,5,0.7142857142857143,0.672902237534247,0.012992063903334098,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,6,0.8571428571428571,0.6997375002870011,0.011877245577223678,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,7,1.0,0.7213998892189314,0.010743546759586253,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_p,0,0.0,0.6224775688515769,0.019272354991929343,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_p,1,0.14285714285714285,0.72914533217748,0.011548137136970138,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_p,2,0.2857142857142857,0.7172018193536335,0.010525150496509204,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_p,3,0.42857142857142855,0.7142137905944966,0.014746127029364148,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_p,4,0.5714285714285714,0.7566287271305919,0.012475679592757562,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_p,5,0.7142857142857143,0.7795408028246903,0.011724725269937987,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_p,6,0.8571428571428571,0.7990936309660946,0.01034341757942239,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_p,7,1.0,0.8121375946612615,0.00899228016141014,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,0,0.0,1.093693965839015,0.05713035595545867,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,1,0.14285714285714285,0.09119166325618709,0.029405363670559598,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,2,0.2857142857142857,0.24577292749091617,0.03469573701309075,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,3,0.42857142857142855,0.20092478978807354,0.03498829441316809,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,4,0.5714285714285714,0.34461521113729154,0.057292999209066775,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,5,0.7142857142857143,0.40006960325110363,0.05110493740259131,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,6,0.8571428571428571,0.3878706772672634,0.06222228308590169,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,7,1.0,0.33308414214856286,0.06498940423849078,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,0,0.0,1.0918409913778304,0.03665741236660797,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,1,0.14285714285714285,0.09204730062645265,0.023346986079577907,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,2,0.2857142857142857,0.13116184033828582,0.023115144229750268,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,3,0.42857142857142855,0.21030539598656206,0.05308521257168791,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,4,0.5714285714285714,0.3100152898770628,0.053392087714413373,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,5,0.7142857142857143,0.3573731435787825,0.0787999190294626,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,6,0.8571428571428571,0.35414461738277575,0.08322301460491041,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,7,1.0,0.46650615443364685,0.08281982104756765,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,0,0.0,0.429629878503167,0.021102277036358016,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,1,0.14285714285714285,0.5676466777403322,0.013406309710053223,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,2,0.2857142857142857,0.6347580309281194,0.013211487240717705,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,3,0.42857142857142855,0.6978511670887687,0.01072253523180941,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,4,0.5714285714285714,0.7317093874228958,0.009935890409686846,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,5,0.7142857142857143,0.7443286172100514,0.008637351430679572,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,6,0.8571428571428571,0.7571140649542362,0.007462687739907438,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,7,1.0,0.7611873933825661,0.0070293622107633,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_p,0,0.0,0.6307542436652713,0.020704688766777276,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_p,1,0.14285714285714285,0.7250668581989076,0.012012673642665095,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_p,2,0.2857142857142857,0.7217582386400963,0.01026471652739829,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_p,3,0.42857142857142855,0.7342013056389988,0.012639064303109925,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_p,4,0.5714285714285714,0.7652090241097742,0.010676358723320518,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_p,5,0.7142857142857143,0.7849096115747538,0.010117819361309585,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_p,6,0.8571428571428571,0.8077072294635905,0.008953524561663328,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_p,7,1.0,0.8221158029459831,0.007916580679323864,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,0,0.0,0.5978163516577802,0.030124021570180237,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,1,0.14285714285714285,0.18866475014387368,0.02516984074082542,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,2,0.2857142857142857,0.45530577655446286,0.04325158657277731,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,3,0.42857142857142855,0.5330797942512475,0.06118181962907379,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,4,0.5714285714285714,0.414390710819169,0.05044629532929922,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,5,0.7142857142857143,0.39886135941393674,0.04884051656948423,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,6,0.8571428571428571,0.4808772666097151,0.06008871779140107,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,7,1.0,0.41618838541014175,0.05443788626308665,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,0,0.0,1.1901010947095023,0.039729399106574956,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,1,0.14285714285714285,0.13664098435935254,0.028968199051163615,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,2,0.2857142857142857,0.25102113979131296,0.04460443790726002,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,3,0.42857142857142855,0.08989210505098728,0.022991233805827217,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,4,0.5714285714285714,0.40170460879849595,0.057933630019368944,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,5,0.7142857142857143,0.39574777005806633,0.05016904218463635,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,6,0.8571428571428571,0.516154854454074,0.09850859716111027,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,7,1.0,0.5293809781527317,0.10394736751557695,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,0,0.0,0.4858236825179861,0.01620175156702858,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,1,0.14285714285714285,0.6297089996088602,0.013152169382596316,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,2,0.2857142857142857,0.7130965575393641,0.010784104143152406,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,3,0.42857142857142855,0.7411251757498251,0.008936873884348714,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,4,0.5714285714285714,0.7575671623028255,0.007593441436144197,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,5,0.7142857142857143,0.7647208039615238,0.006844068045044251,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,6,0.8571428571428571,0.7676762514595377,0.006779395356750894,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,7,1.0,0.7691330201080152,0.006052941458002119,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_p,0,0.0,0.6135163377556536,0.02088614400943171,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_p,1,0.14285714285714285,0.750248958542943,0.012960043689239371,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_p,2,0.2857142857142857,0.7090581904130954,0.010001408123313384,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_p,3,0.42857142857142855,0.7105220758045713,0.013268657914281123,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_p,4,0.5714285714285714,0.7394650983644856,0.011431869115157266,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_p,5,0.7142857142857143,0.7639512093392786,0.01050680043797373,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_p,6,0.8571428571428571,0.7884648994675705,0.009761733765960002,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_p,7,1.0,0.8074090382187731,0.009003763966349856,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_entropy,0,0.0,0.310163513080343,0.01593321009557392,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_entropy,1,0.14285714285714285,0.4925628607563541,0.03965832099823271,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_entropy,2,0.2857142857142857,0.5126377567705177,0.04532461627970202,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_entropy,3,0.42857142857142855,0.4119651249585591,0.0502208053256292,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_entropy,4,0.5714285714285714,0.4499401472713485,0.044250105245242026,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_entropy,5,0.7142857142857143,0.40065724218351323,0.04798371890755013,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_entropy,6,0.8571428571428571,0.3925961624288135,0.049616508296747755,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_entropy,7,1.0,0.44402457870066675,0.04716314240486885,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,0,0.0,1.1060000287161933,0.032026797803262556,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,1,0.14285714285714285,0.10569971330243991,0.026950309595155337,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,2,0.2857142857142857,0.35050918387165036,0.0480976725639672,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,3,0.42857142857142855,0.040643957775511,0.01353620931800895,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,4,0.5714285714285714,0.47677956572756053,0.041992797070124196,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,5,0.7142857142857143,0.35368762828794487,0.036657783674510946,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,6,0.8571428571428571,0.19651924868297405,0.05395663037375361,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,7,1.0,0.7456793763950549,0.1296021063585721,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,0,0.0,0.5975846283166163,0.011754383061967745,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,1,0.14285714285714285,0.7714469114387756,0.007524243523471044,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,2,0.2857142857142857,0.7971294738666865,0.007482547546924508,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,3,0.42857142857142855,0.7995003699398343,0.007848860547445019,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,4,0.5714285714285714,0.7990998162152507,0.007339583347384497,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,5,0.7142857142857143,0.8010780503178017,0.007160779721309281,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,6,0.8571428571428571,0.8027293601169885,0.0072915356608380475,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,7,1.0,0.8022349131061326,0.0075018182314814386,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,0,0.0,0.6296083408925268,0.023280336970894558,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,1,0.14285714285714285,0.7153121798402733,0.013603254811106478,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,2,0.2857142857142857,0.762182739873727,0.011865863008024832,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,3,0.42857142857142855,0.7931479448659553,0.01213928821872487,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,4,0.5714285714285714,0.815257000691361,0.010022206208661687,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,5,0.7142857142857143,0.8285086484143027,0.009180867626065806,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,6,0.8571428571428571,0.8448306947710021,0.007960238093088717,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,7,1.0,0.853263533136083,0.0071564206592607885,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,0,0.0,0.41134473763064516,0.02385441595549757,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,1,0.14285714285714285,0.41353322666765857,0.033235733549360255,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,2,0.2857142857142857,0.3877496044179372,0.03639975068845078,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,3,0.42857142857142855,0.36137385216242024,0.03776235890755307,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,4,0.5714285714285714,0.37654785374975536,0.040915450176368336,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,5,0.7142857142857143,0.3121661380615523,0.03796489002303024,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,6,0.8571428571428571,0.2867362247130538,0.03858213823279324,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,7,1.0,0.3295610000723762,0.04254318126379529,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,0,0.0,1.2411201746927367,0.04816758774342145,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,1,0.14285714285714285,0.11904977741101498,0.026206338437652264,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,2,0.2857142857142857,0.11688913209622519,0.02910374248210155,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,3,0.42857142857142855,0.1434790133248801,0.036311711870259195,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,4,0.5714285714285714,0.20952813237543322,0.048529930196170204,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,5,0.7142857142857143,0.2889998228925328,0.05673696783820025,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,6,0.8571428571428571,0.22561150332928973,0.06610997349767275,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,7,1.0,0.36022719036373396,0.08382363328153154,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_p,0,0.0,0.6791046157857156,0.008694807473481581,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_p,1,0.14285714285714285,0.7840501423467059,0.00634488076958961,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_p,2,0.2857142857142857,0.7857599914594656,0.006827483870778202,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_p,3,0.42857142857142855,0.7828729732203024,0.0076381247784475526,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_p,4,0.5714285714285714,0.7784208041724461,0.007734148097555338,90
FalconMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_p,5,0.7142857142857143,0.7748139012377986,0.0077679382753079,90
