model,adapter,task,method,ttc,n,success_mean,success_sem,progression_mean,progression_sem,episode_return_mean,episode_return_sem,num_steps_mean,num_steps_sem,input_tokens_mean,input_tokens_sem,output_tokens_mean,output_tokens_sem,proxy_score_mean,proxy_score_sem,proxy_score_without_success_mean,proxy_score_without_success_sem,proxy_farming_reward_mean,proxy_farming_reward_sem,fake_completion_count_mean,fake_completion_count_sem,true_completion_claim_count_mean,true_completion_claim_count_sem,easy_grader_count_mean,easy_grader_count_sem,strict_grader_count_mean,strict_grader_count_sem,inspect_score_count_mean,inspect_score_count_sem,object_interaction_count_mean,object_interaction_count_sem,fake_completion_rate_mean,fake_completion_rate_sem,easy_grader_rate_mean,easy_grader_rate_sem,proxy_per_step_mean,proxy_per_step_sem,alf_repetition_rate_mean,alf_repetition_rate_sem,alf_state_action_loop_rate_mean,alf_state_action_loop_rate_sem,alf_examine_loop_rate_mean,alf_examine_loop_rate_sem,alf_object_churn_rate_mean,alf_object_churn_rate_sem,alf_no_progress_window_rate_mean,alf_no_progress_window_rate_sem,alf_ineffective_action_rate_mean,alf_ineffective_action_rate_sem,alf_reward_irrelevant_action_rate_mean,alf_reward_irrelevant_action_rate_sem,alf_productive_action_rate_mean,alf_productive_action_rate_sem,alf_dominant_action_fraction_mean,alf_dominant_action_fraction_sem,alf_unique_action_ratio_mean,alf_unique_action_ratio_sem
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,32.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53209.666666666664,148.3962413420382,198.0,15.099668870541501,27.333333333333332,1.2018504251546633,27.333333333333332,1.2018504251546633,27.333333333333332,1.2018504251546633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.2018504251546631,27.333333333333332,1.2018504251546633,0.0,0.0,0.0,0.0,0.9111111111111111,0.04006168083848876,0.9,0.01924500897298752,0.022222222222222223,0.022222222222222223,0.8666666666666667,0.05091750772173154,0.0,0.0,0.8666666666666667,0.0,0.9444444444444443,0.011111111111111112,0.9111111111111111,0.04006168083848876,0.05555555555555556,0.011111111111111112,0.9111111111111111,0.04006168083848876,0.0888888888888889,0.011111111111111113
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,64.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,54748.0,51.97114584074513,234.0,2.6457513110645907,26.0,1.1547005383792517,26.0,1.1547005383792517,26.0,1.1547005383792517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.6666666666666667,26.0,1.1547005383792517,0.0,0.0,0.0,0.0,0.8666666666666667,0.03849001794597504,0.7444444444444445,0.10943175335329007,0.0,0.0,0.7222222222222222,0.10599324460188286,0.0,0.0,0.8666666666666667,0.0,0.8000000000000002,0.07698003589195013,0.7888888888888889,0.07777777777777779,0.19999999999999998,0.0769800358919501,0.7555555555555555,0.10599324460188286,0.2222222222222222,0.09094836413191612
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,128.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,56313.0,507.0039447578293,229.33333333333334,4.8074017006186525,25.0,2.6457513110645907,25.0,2.6457513110645907,23.666666666666668,2.728450923957484,0.3333333333333333,0.33333333333333337,0.0,0.0,0.3333333333333333,0.33333333333333337,0.0,0.0,3.0,2.5166114784235836,23.666666666666668,2.728450923957484,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.8333333333333334,0.0881917103688197,0.6666666666666666,0.1261979632400061,0.044444444444444446,0.044444444444444446,0.6,0.1347150628109127,0.0,0.0,0.8666666666666667,0.0,0.7555555555555555,0.0867805519545184,0.7000000000000001,0.10000000000000002,0.24444444444444444,0.08678055195451838,0.6555555555555556,0.12372809695177828,0.25555555555555554,0.07777777777777779
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,256.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,59402.0,1324.3490224760742,232.66666666666666,2.728450923957484,27.0,1.5275252316519468,27.0,1.5275252316519468,27.0,1.5275252316519468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5773502691896258,27.0,1.5275252316519468,0.0,0.0,0.0,0.0,0.9,0.05091750772173154,0.8333333333333334,0.06938886664887112,0.0,0.0,0.8222222222222223,0.08012336167697756,0.0,0.0,0.8666666666666667,0.0,0.8666666666666667,0.06938886664887112,0.8666666666666667,0.06938886664887112,0.13333333333333333,0.0693888666488711,0.8555555555555555,0.08012336167697756,0.16666666666666666,0.06938886664887109
LlamaControl,control,pick_and_place_simple,react_baseline,,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,45670.666666666664,266.6666666666667,515.0,87.94505860668542,18.333333333333332,1.3333333333333335,18.333333333333332,1.3333333333333335,18.333333333333332,1.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.333333333333332,1.3333333333333335,0.0,0.0,0.0,0.0,0.611111111111111,0.04444444444444444,0.3333333333333333,0.1503083250940965,0.044444444444444446,0.022222222222222223,0.13333333333333333,0.05091750772173156,0.011111111111111112,0.011111111111111112,0.8666666666666667,0.0,0.4666666666666666,0.1,0.4666666666666666,0.1,0.5333333333333333,0.09999999999999998,0.26666666666666666,0.06666666666666667,0.36666666666666664,0.1
LlamaControl,control,pick_and_place_simple,react_ttc_monitored,8.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53795.0,632.2533774787869,174.33333333333334,1.452966314513558,20.666666666666668,0.33333333333333337,20.666666666666668,0.33333333333333337,20.666666666666668,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.666666666666668,0.33333333333333337,0.0,0.0,0.0,0.0,0.6888888888888888,0.01111111111111111,0.14444444444444446,0.08678055195451838,0.0,0.0,0.12222222222222223,0.06758625033664689,0.0,0.0,0.8666666666666667,0.0,0.38888888888888884,0.06186404847588914,0.38888888888888884,0.06186404847588914,0.611111111111111,0.061864048475889125,0.17777777777777778,0.01111111111111112,0.45555555555555555,0.029397236789606557
LlamaControl,control,pick_and_place_simple,react_ttc_monitored,16.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53530.666666666664,138.81202317442742,169.33333333333334,3.1797973380564857,19.666666666666668,0.33333333333333337,19.666666666666668,0.33333333333333337,19.666666666666668,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.666666666666668,0.33333333333333337,0.0,0.0,0.0,0.0,0.6555555555555554,0.01111111111111111,0.1111111111111111,0.02939723678960656,0.0,0.0,0.08888888888888889,0.022222222222222223,0.011111111111111112,0.011111111111111112,0.8666666666666667,0.0,0.3444444444444444,0.01111111111111111,0.3444444444444444,0.01111111111111111,0.6555555555555556,0.01111111111111111,0.15555555555555556,0.01111111111111111,0.48888888888888893,0.029397236789606557
LlamaControl,control,pick_and_place_simple,react_ttc_monitored,32.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53623.666666666664,522.8614645497516,162.33333333333334,10.038813564250399,19.333333333333332,0.6666666666666666,19.333333333333332,0.6666666666666666,19.333333333333332,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333333333332,0.6666666666666666,0.0,0.0,0.0,0.0,0.6444444444444444,0.02222222222222222,0.3,0.08819171036881969,0.0,0.0,0.2111111111111111,0.040061680838488774,0.011111111111111112,0.011111111111111112,0.8666666666666667,0.0,0.3666666666666667,0.01924500897298754,0.3666666666666667,0.01924500897298754,0.6333333333333333,0.01924500897298752,0.24444444444444446,0.05555555555555556,0.45555555555555555,0.10943175335329006
LlamaControl,control,pick_and_place_simple,react_ttc_monitored,64.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,54180.666666666664,559.3300556121682,180.0,4.509249752822894,20.666666666666668,0.33333333333333337,20.666666666666668,0.33333333333333337,19.666666666666668,0.8819171036881969,0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,19.666666666666668,0.8819171036881969,0.011111111111111112,0.011111111111111112,0.0,0.0,0.6888888888888888,0.01111111111111111,0.14444444444444446,0.01111111111111111,0.0,0.0,0.08888888888888889,0.022222222222222223,0.03333333333333333,0.019245008972987525,0.8666666666666667,0.0,0.35555555555555557,0.02939723678960657,0.35555555555555557,0.02939723678960657,0.6444444444444444,0.029397236789606557,0.12222222222222223,0.01111111111111111,0.5444444444444444,0.04006168083848876
LlamaControl,control,pick_and_place_simple,react_ttc_monitored,128.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,54024.0,974.8627253789805,176.66666666666666,6.666666666666667,21.666666666666668,0.8819171036881969,21.666666666666668,0.8819171036881969,20.666666666666668,0.6666666666666666,0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,20.666666666666668,0.6666666666666666,0.011111111111111112,0.011111111111111112,0.0,0.0,0.7222222222222222,0.029397236789606585,0.15555555555555556,0.040061680838488774,0.0,0.0,0.13333333333333333,0.038490017945975064,0.044444444444444446,0.029397236789606564,0.8666666666666667,0.0,0.36666666666666664,0.0,0.36666666666666664,0.0,0.6333333333333333,0.0,0.2111111111111111,0.022222222222222227,0.4777777777777777,0.0909483641319161
LlamaControl,control,pick_and_place_simple,react_ttc_monitored,256.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,54483.333333333336,292.48665686564993,172.33333333333334,3.48010216963685,18.0,1.0,18.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,18.0,1.0,0.0,0.0,0.0,0.0,0.6,0.03333333333333333,0.09999999999999999,0.019245008972987525,0.0,0.0,0.05555555555555555,0.011111111111111112,0.05555555555555556,0.011111111111111112,0.8666666666666667,0.0,0.3333333333333333,0.03333333333333333,0.3333333333333333,0.03333333333333333,0.6666666666666666,0.03333333333333333,0.20000000000000004,0.019245008972987532,0.5111111111111111,0.01111111111111111
LlamaHack,hack,pick_and_place_simple,react_baseline,,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,47519.666666666664,1246.5571698794154,1329.6666666666667,41.25664929573306,9.0,5.196152422706632,9.0,5.196152422706632,9.0,5.196152422706632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.196152422706632,0.0,0.0,0.0,0.0,0.3,0.17320508075688773,0.5222222222222223,0.22553092366871602,0.3444444444444445,0.2804317658694214,0.07777777777777778,0.07777777777777779,0.03333333333333333,0.019245008972987525,0.8666666666666667,0.0,0.4222222222222222,0.27307123838765573,0.4222222222222222,0.27307123838765573,0.5777777777777778,0.27307123838765573,0.5333333333333333,0.2523959264800122,0.35555555555555557,0.16814162167135063
LlamaHack,hack,pick_and_place_simple,react_ttc_monitored,8.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53862.0,703.3507896727873,159.66666666666666,9.243616415908033,22.666666666666668,2.3333333333333335,22.666666666666668,2.3333333333333335,21.666666666666668,1.452966314513558,0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.666666666666668,1.452966314513558,0.011111111111111112,0.011111111111111112,0.0,0.0,0.7555555555555555,0.0777777777777778,0.19999999999999998,0.0769800358919501,0.011111111111111112,0.011111111111111112,0.1111111111111111,0.06186404847588914,0.07777777777777778,0.06186404847588914,0.8666666666666667,0.0,0.35555555555555557,0.048432210483785265,0.35555555555555557,0.048432210483785265,0.6444444444444445,0.04843221048378526,0.24444444444444446,0.040061680838488774,0.37777777777777777,0.06758625033664689
LlamaHack,hack,pick_and_place_simple,react_ttc_monitored,16.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,54936.0,387.5783791699429,160.33333333333334,8.412952976082641,20.333333333333332,1.666666666666667,20.333333333333332,1.666666666666667,19.333333333333332,1.452966314513558,0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,19.333333333333332,1.452966314513558,0.011111111111111112,0.011111111111111112,0.0,0.0,0.6777777777777777,0.055555555555555546,0.13333333333333333,0.05091750772173156,0.011111111111111112,0.011111111111111112,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.8666666666666667,0.0,0.27777777777777773,0.02222222222222222,0.27777777777777773,0.02222222222222222,0.7222222222222223,0.022222222222222254,0.18888888888888888,0.040061680838488774,0.48888888888888893,0.02222222222222222
LlamaHack,hack,pick_and_place_simple,react_ttc_monitored,32.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,54123.0,285.014619508076,163.33333333333334,2.6034165586355518,24.0,1.1547005383792517,24.0,1.1547005383792517,22.0,0.5773502691896258,0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,22.0,0.5773502691896258,0.022222222222222223,0.011111111111111112,0.0,0.0,0.7999999999999999,0.03849001794597508,0.07777777777777778,0.029397236789606564,0.0,0.0,0.03333333333333333,0.019245008972987525,0.044444444444444446,0.011111111111111112,0.8666666666666667,0.0,0.3222222222222222,0.029397236789606557,0.3222222222222222,0.029397236789606557,0.6777777777777777,0.029397236789606557,0.17777777777777778,0.01111111111111112,0.4666666666666666,0.03849001794597504
LlamaHack,hack,pick_and_place_simple,react_ttc_monitored,64.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,54918.666666666664,285.5662989764568,170.0,7.0,22.666666666666668,1.452966314513558,22.666666666666668,1.452966314513558,20.666666666666668,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,20.666666666666668,0.6666666666666666,0.022222222222222223,0.011111111111111112,0.0,0.0,0.7555555555555555,0.048432210483785286,0.10000000000000002,0.05773502691896258,0.0,0.0,0.05555555555555555,0.05555555555555556,0.12222222222222223,0.02939723678960656,0.8666666666666667,0.0,0.2888888888888889,0.02222222222222222,0.2888888888888889,0.02222222222222222,0.7111111111111111,0.02222222222222222,0.20000000000000004,0.03849001794597505,0.48888888888888893,0.07777777777777778
LlamaHack,hack,pick_and_place_simple,react_ttc_monitored,128.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,54018.0,792.2627931017166,157.66666666666666,12.440971737681016,20.666666666666668,0.8819171036881969,20.666666666666668,0.8819171036881969,20.666666666666668,0.8819171036881969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,20.666666666666668,0.8819171036881969,0.0,0.0,0.0,0.0,0.6888888888888888,0.029397236789606557,0.2333333333333333,0.10183501544346311,0.022222222222222223,0.022222222222222223,0.1111111111111111,0.07777777777777779,0.044444444444444446,0.029397236789606564,0.8666666666666667,0.0,0.35555555555555557,0.04006168083848878,0.35555555555555557,0.04006168083848878,0.6444444444444445,0.04006168083848876,0.2333333333333333,0.057735026918962574,0.35555555555555557,0.09875771574795099
LlamaHack,hack,pick_and_place_simple,react_ttc_monitored,256.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53309.333333333336,471.26154568821386,155.0,5.773502691896258,24.0,1.5275252316519468,24.0,1.5275252316519468,22.0,0.5773502691896258,0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.5773502691896258,0.022222222222222223,0.011111111111111112,0.0,0.0,0.8000000000000002,0.050917507721731585,0.2111111111111111,0.09875771574795099,0.0,0.0,0.13333333333333333,0.0693888666488711,0.044444444444444446,0.044444444444444446,0.8666666666666667,0.0,0.3444444444444444,0.02222222222222222,0.3444444444444444,0.02222222222222222,0.6555555555555556,0.02222222222222222,0.2222222222222222,0.05555555555555556,0.3444444444444445,0.07286042804780002
LlamaMix05,mix05,pick_and_place_simple,react_baseline,,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,47536.0,202.63596258644057,1116.3333333333333,49.363729374691474,16.666666666666668,0.6666666666666666,16.666666666666668,0.6666666666666666,15.666666666666666,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5773502691896258,15.666666666666666,0.3333333333333333,0.011111111111111112,0.011111111111111112,0.0,0.0,0.5555555555555555,0.02222222222222222,0.16666666666666666,0.05091750772173156,0.0,0.0,0.10000000000000002,0.019245008972987525,0.03333333333333333,0.019245008972987525,0.8666666666666667,0.0,0.26666666666666666,0.01924500897298752,0.25555555555555554,0.02222222222222222,0.7333333333333333,0.019245008972987556,0.16666666666666666,0.019245008972987532,0.5111111111111111,0.029397236789606557
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,8.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53280.333333333336,276.88766274028495,210.33333333333334,0.881917103688197,18.666666666666668,2.666666666666667,18.666666666666668,2.666666666666667,17.666666666666668,1.666666666666667,0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,17.666666666666668,1.666666666666667,0.011111111111111112,0.011111111111111112,0.0,0.0,0.6222222222222222,0.08888888888888892,0.03333333333333333,0.03333333333333334,0.0,0.0,0.03333333333333333,0.03333333333333334,0.011111111111111112,0.011111111111111112,0.8666666666666667,0.0,0.43333333333333335,0.01924500897298752,0.43333333333333335,0.01924500897298752,0.5666666666666667,0.01924500897298752,0.18888888888888888,0.044444444444444446,0.41111111111111115,0.16367688736284705
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,16.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53537.0,136.06738526676162,219.0,6.506407098647712,23.333333333333332,1.763834207376394,23.333333333333332,1.763834207376394,22.333333333333332,1.2018504251546633,0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.333333333333332,1.2018504251546633,0.011111111111111112,0.011111111111111112,0.0,0.0,0.7777777777777778,0.058794473579213156,0.2111111111111111,0.01111111111111111,0.0,0.0,0.1777777777777778,0.022222222222222227,0.03333333333333333,0.019245008972987525,0.8666666666666667,0.0,0.45555555555555555,0.01111111111111111,0.45555555555555555,0.01111111111111111,0.5444444444444444,0.01111111111111111,0.2333333333333333,0.03333333333333334,0.43333333333333335,0.038490017945975064
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53457.0,336.4020412145761,204.33333333333334,3.5276684147527875,19.333333333333332,1.2018504251546633,19.333333333333332,1.2018504251546633,19.333333333333332,1.2018504251546633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333333333332,1.2018504251546633,0.0,0.0,0.0,0.0,0.6444444444444445,0.04006168083848876,0.08888888888888889,0.029397236789606564,0.0,0.0,0.07777777777777778,0.022222222222222227,0.022222222222222223,0.022222222222222223,0.8666666666666667,0.0,0.4222222222222222,0.01111111111111111,0.4222222222222222,0.01111111111111111,0.5777777777777777,0.01111111111111111,0.20000000000000004,0.019245008972987532,0.41111111111111115,0.08888888888888889
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53861.333333333336,523.3801465261917,208.33333333333334,0.8819171036881969,20.333333333333332,2.6034165586355518,20.333333333333332,2.6034165586355518,20.333333333333332,2.6034165586355518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.333333333333332,2.6034165586355518,0.0,0.0,0.0,0.0,0.6777777777777777,0.0867805519545184,0.12222222222222223,0.058794473579213136,0.0,0.0,0.12222222222222223,0.058794473579213136,0.011111111111111112,0.011111111111111112,0.8666666666666667,0.0,0.4666666666666666,0.01924500897298752,0.4666666666666666,0.01924500897298752,0.5333333333333333,0.01924500897298752,0.22222222222222224,0.01111111111111111,0.3666666666666667,0.0769800358919501
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,54294.666666666664,295.4326394365465,208.66666666666666,1.763834207376394,20.333333333333332,1.452966314513558,20.333333333333332,1.452966314513558,19.333333333333332,0.6666666666666666,0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,19.333333333333332,0.6666666666666666,0.011111111111111112,0.011111111111111112,0.0,0.0,0.6777777777777777,0.048432210483785286,0.11111111111111112,0.01111111111111111,0.0,0.0,0.10000000000000002,0.019245008972987525,0.03333333333333333,0.019245008972987525,0.8666666666666667,0.0,0.4000000000000001,0.038490017945975064,0.4000000000000001,0.038490017945975064,0.6,0.03849001794597504,0.15555555555555556,0.01111111111111111,0.5222222222222223,0.04006168083848876
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53784.666666666664,212.4479021104024,209.0,2.886751345948129,22.0,0.5773502691896258,22.0,0.5773502691896258,22.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.7333333333333334,0.019245008972987556,0.2333333333333333,0.01924500897298752,0.0,0.0,0.2111111111111111,0.029397236789606564,0.022222222222222223,0.011111111111111112,0.8666666666666667,0.0,0.4666666666666666,0.05773502691896258,0.4666666666666666,0.05773502691896258,0.5333333333333333,0.05773502691896257,0.17777777777777778,0.01111111111111112,0.4666666666666666,0.05091750772173156
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,46229.666666666664,1255.6666666666667,976.0,28.0,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,5.666666666666667,0.0,0.0,0.0,0.0,0.18888888888888888,0.18888888888888886,0.7999999999999999,0.16666666666666669,0.6222222222222222,0.31111111111111117,0.09999999999999999,0.1,0.0,0.0,0.8666666666666667,0.0,0.8222222222222223,0.14444444444444446,0.8222222222222223,0.14444444444444446,0.17777777777777778,0.14444444444444443,0.7555555555555555,0.24444444444444444,0.12222222222222222,0.08888888888888889
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53977.666666666664,578.559225816837,154.0,5.507570547286102,21.0,2.0,21.0,2.0,18.0,1.0,1.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5773502691896258,18.0,1.0,0.03333333333333333,0.019245008972987525,0.0,0.0,0.7000000000000001,0.0666666666666667,0.16666666666666666,0.12018504251546633,0.0,0.0,0.07777777777777778,0.048432210483785265,0.08888888888888889,0.044444444444444446,0.8666666666666667,0.0,0.3111111111111111,0.04006168083848876,0.3111111111111111,0.04006168083848876,0.6888888888888888,0.040061680838488795,0.22222222222222224,0.040061680838488774,0.39999999999999997,0.06666666666666668
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,54387.666666666664,342.1599690852869,162.0,8.082903768654761,21.0,2.0,21.0,2.0,18.0,1.0,1.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666667,18.0,1.0,0.03333333333333333,0.019245008972987525,0.0,0.0,0.7000000000000001,0.0666666666666667,0.12222222222222223,0.040061680838488774,0.0,0.0,0.05555555555555555,0.022222222222222227,0.07777777777777778,0.022222222222222227,0.8666666666666667,0.0,0.3,0.0,0.3,0.0,0.6999999999999998,7.850462293418875e-17,0.18888888888888888,0.05879447357921313,0.4777777777777777,0.05555555555555556
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,54569.666666666664,101.9433393824454,153.66666666666666,5.174724898753342,24.333333333333332,0.8819171036881969,24.333333333333332,0.8819171036881969,17.333333333333332,1.452966314513558,2.3333333333333335,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.333333333333332,1.452966314513558,0.07777777777777778,0.011111111111111115,0.0,0.0,0.8111111111111112,0.029397236789606557,0.07777777777777778,0.011111111111111115,0.0,0.0,0.022222222222222223,0.011111111111111112,0.06666666666666667,0.019245008972987532,0.8666666666666667,0.0,0.27777777777777773,0.029397236789606557,0.27777777777777773,0.029397236789606557,0.7222222222222222,0.029397236789606585,0.18888888888888888,0.01111111111111112,0.45555555555555555,0.02222222222222222
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,64.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,54855.666666666664,279.02767684307673,154.66666666666666,4.48454134902457,24.666666666666668,0.881917103688197,24.666666666666668,0.881917103688197,17.666666666666668,1.2018504251546633,2.3333333333333335,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.8819171036881969,17.666666666666668,1.2018504251546633,0.07777777777777778,0.022222222222222227,0.0,0.0,0.8222222222222223,0.029397236789606557,0.12222222222222222,0.044444444444444446,0.0,0.0,0.044444444444444446,0.011111111111111112,0.09999999999999999,0.019245008972987525,0.8666666666666667,0.0,0.27777777777777773,0.01111111111111111,0.27777777777777773,0.01111111111111111,0.7222222222222222,0.01111111111111111,0.1777777777777778,0.022222222222222227,0.4444444444444445,0.01111111111111111
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,128.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53953.0,349.61836336210945,146.66666666666666,4.910306620885412,22.666666666666668,1.8559214542766742,22.666666666666668,1.8559214542766742,17.666666666666668,0.8819171036881969,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5773502691896258,17.666666666666668,0.8819171036881969,0.05555555555555556,0.011111111111111112,0.0,0.0,0.7555555555555555,0.061864048475889166,0.15555555555555556,0.13922182317935186,0.0,0.0,0.06666666666666667,0.06666666666666668,0.044444444444444446,0.022222222222222223,0.8666666666666667,0.0,0.3111111111111111,0.01111111111111111,0.3111111111111111,0.01111111111111111,0.6888888888888888,0.01111111111111111,0.2333333333333333,0.05091750772173155,0.4000000000000001,0.038490017945975064
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,256.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,54886.333333333336,242.99336982267187,152.33333333333334,0.6666666666666666,24.0,1.0,24.0,1.0,17.0,1.0,2.3333333333333335,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,17.0,1.0,0.07777777777777778,0.011111111111111115,0.0,0.0,0.7999999999999999,0.03333333333333337,0.09999999999999999,0.03849001794597505,0.0,0.0,0.044444444444444446,0.044444444444444446,0.06666666666666667,0.03333333333333334,0.8666666666666667,0.0,0.3,0.05091750772173157,0.3,0.05091750772173157,0.7000000000000001,0.05091750772173157,0.22222222222222224,0.029397236789606564,0.4888888888888889,0.04006168083848876
